autor,calificacion,contenido,hotel,titulo
Jessica,50,"A must see museum with free admission! You start up on the upper floor and work your way down. You will get mad at first and then really sad as you progress thr,...",United States Holocaust Memorial Museum,"Must-see museum, free admission"
Jessica,40,"The zoo is FREE but parking is $25. You can take the red metro line to near the zoo if you want! That way you can start on the end of the zoo and go DOWNHILL. W,...",National Zoological Park,Free zoo admission! Near the red line metro stop. Go when it is warmer!
Jessica,40,"Delicious ""street"" tacos but you get 3 tacos for $15 and also don't get any chips and salsa for free. My carne asada tacos were so good! The rice and beans were,...","Tacos, Tortas & Tequila",Delicious tacos
Jessica,40,"I had a gyro for lunch and I am already thinking about how delicious it was! I don't eat Greek food often so I can not give an opinion on authenticity or how it,...",The Big Greek Cafe,Delicious gyro!
Jessica,50,"Of course you know this is a must-see! It can be busy during the day and President Lincoln is in a half enclosed area so maybe go in the morning or evening for ,...",Lincoln Memorial,"Breathtaking, historical, a must-see"
Jessica,40,"I don't usually eat Thai food so I can't comment on the authenticity or compare to other Thai restaurants in town. We were seated and got our food quickly durin,...",Thai at Silver Spring,"Delicious lunch menu, quick service, close to AIRP theater"
Udayanbakshi,20,"About 20 minutes drive from downtown on the beach of lake. Shouls have been a nice property but in fact there is no view from any room which looks to the other ,...",Chicago Lake Shore Hotel,Two nights at Lake Shore
Udayanbakshi,50,With Van Gogh Monnette Mannet Paul Gaguin Touluce Lotre and many more its a pleasure to eye. Often I missed few heart beats with joy. ,The Art Institute of Chicago,I would see it again
Udayanbakshi,50,The stuffed oine is supposed to be better or local flavoue than the thin  crusted one.. Yammy. One is more than enough for Indian tummy.,Giordano's,eat more if you can
Udayanbakshi,40,"Conveniently located just off highway the hotel provides all amenities for a traveller on business trip. Nice room, good brakfast, overall clean and tidy. There,...","Holiday Inn Express & Suites Southfield - Detroit, an IHG Hotel",2 days in Michigan
Udayanbakshi,40,"Located on highway far from the island the hotel provides comfortable stay, good breakfast Good service, well mannered staff and tidy rooms. Though the island t,...",Holiday Inn Thousand Island Lake,1 night at Holiday Inn
Udayanbakshi,50,"Boat ride aound beautiful castles. Worth watching the architecture, designing and the scenic beauty. Not to mention the zillions spent for a luxurious living. B,...",Thousand Island Lake (Qiandao Hu),thousand island trip
BennettEnck,10,"This is in response to Mr. Eugene Baldwin, Manager at Chicago Lake Shore Hotel comments on my review at TripAdvisor. I believe it borders on belittling and aggr,...",Chicago Lake Shore Hotel,This is not a good location for a girl’s weekend
Roxane C,20,"Renovated, but not really...caulking on the top didn't cover the entire area, leaving a cracked area with moldy looking holes.....however, the tub and toilet we,...",Comfort Inn & Suites San Diego - Zoo SeaWorld Area,"To Good To Be True, $29.00 a night should be the price....."
Roxane C,50,"Having already been disappointing with the hotel room, after doing the San Diego Zoo, we just wanted to eat something, so we could scurry back to Nevada...it wa,...",Hunter Steakhouse,Amazingly Good Food and Service
Roxane C,40,"Rode the bus around, walked over from the opposite side of park, great experience, better to do in the evening, more animals out, and it takes more than one vis,...",San Diego Zoo,"The Walking, the Humidity, and all the wonderful Animals"
Roxane C,20,"Don't plan to sleep late, there is massive construction going on...something that was not on the Orbitz site.  There was bang, hammer, loud voices, drilling, sw,...",Chicago Lake Shore Hotel,CONSTRUCTION!!!!  Thank GOD for Meghan!!!
Roxane C,50,"The menu is fresh and diverse, I fed about 14 people that evening in the post memorial dinner in memory of my Mother Beverly Heath Lowe Daniels....everybody enj,...",Norman's Bistro,Great Post Memorial Dinner
Roxane C,50,"Have been in Havasu, 10 times in the last two months(house hunting), 6 of those stays have been with this delightful establishment.   It just so happened that a,...",Travelodge by Wyndham Lake Havasu,Better Customer Service Than the Ritz!
supply312ster,10,"Upon our arrival we were given a room that the deadbolt didn't work, no way to secure the door without it, called the front desk and they got us into another ro,...",Chicago Lake Shore Hotel,You are not secure at this Hotel and Neither is your car
SHARON82575,50,"We had a wonderful time with family and friends the hotel was absolutely beautiful the staff where very accommodating. My check in process went very smoothly. I,...",Hilton Atlanta,Atlanta /Bills game wonderful experience with family and friends. The hotel was absolutely fabulous very friendly staff.
SHARON82575,50,"Very beautiful accommodations in love with the location of the hotel. I was visiting the Cleveland Clinic for 2 days. The restaurants where centralized in great,...",Hampton Inn & Suites Cleveland-Beachwood,Lovely stay
SHARON82575,30,"Its ok a truck driver stop not the best hotel needs some work done when you look on the website it appears to be really nice but actually the appearance is much,...",Chicago Lake Shore Hotel,OK
SHARON82575,50,If your ever in Buffalo you must have some wings they come from far and near just for the taste!!!!!,Anchor Bar,Chicken Wing Castle
SHARON82575,50,"EXCELLENT FOOD AND BAKE GOODS !! Great place for any family activities. They offer such a great selection of foods. As my Nephew says if you leave here hungry i,...",Zehnder's Restaurant,BEST OF THE BEST
SHARON82575,50,"Thanks for making our stay wonderful,  Hilton Honors floor words can not express clean plenty of room bathroom was nice shower and tub. But most of all the CUST,...",DoubleTree by Hilton Hotel Chicago O'Hare Airport - Rosemont,WONDERFUL TIME
Melissa C,50,"Shower was awesome! Bed was comfortable! Blue carpet was definitely nice to look at! Views were also great... and the pool, although not deep enough, was empty ,...","Radisson Blu Aqua Hotel, Chicago",Radisson Blu was beautiful!
Melissa C,50,"I had a great experience at the Lake Shore Hotel! The manager, Gabby,  and the front desk agent, Deja, who checked us in were very pleasant. Made me feel like I,...",Chicago Lake Shore Hotel,It was sooooo comfortable
Jigglypuff3,,"We're trying to plan a romantic Valentine's weekend at Finger Lakes. We've never been and I'm getting overwhelmed with the planning. It's a long weekend so we'r,...",Finger Lakes,
Jigglypuff3,50,"Between the film, exhibits, and house tour, expect to spend 2 - 2 1/2 hours here. This site is great to include as part of a day trip or to squeeze into a weeke,...",The Mark Twain House & Museum,Squeeze this into your Hartford visit!
Jigglypuff3,50,"Whichever franchise location you choose, these wings are amazing. Their sauces are so flavorful and the wings themselves are so meaty and well cooked. Just awes,...",Wings Over,Amazing wings
Jigglypuff3,40,"They offer wine tastings and have a charming boutique with lovely wine inspired items. The employees are knowledgeable and helpful. After your tasting buy a gla,...",Arrigoni Winery,"Fun place to visit, bring friends!"
Jigglypuff3,40,"The interior if the restaurant is incredibly small. Very very small and quite crowded. I don't how it's possible to have a private conversation in such a small ,...",Vinted Wine Bar,"Sexy ambiance, limited space "
Jigglypuff3,50,"Young and old will love this aquarium. I haven't been back here in 10 years and it's even better than I remembered.

There was enough here for us to keep busy f,...",Adventure Aquarium,Fun fun visit!
Jigglypuff3,30,"Sparta is a small town so it's limited in nightime activities. My friend suggested this restaurant. It was very well designed inside. They had a good space for ,...",St. Moritz Grill & Bar,"Cute place, dull atmosphere "
Jigglypuff3,40,"I like coming here and have visited quite a few times. Their food is just fine and bartenders are really friendly and helpful in their suggestions. The crowd is,...",Krogh's Restaurant and Brew Pub,Great pub environment
Jigglypuff3,40,"I can't speak for this winery, but based on the event I attended today I will make the assumption the winery holds regular events (in addition to their wedding ,...",Laurita Winery,Wineries have to make their money. 
Jigglypuff3,50,"Obviously Chipotle is awesome and always tastes good anywhere you go. You can always count on Chipotle.

But this place is better because they serve drinks! I d,...",Chipotle Mexican Grill,Oh my god they serve alcohol!
Jigglypuff3,50,"Why would you eat any other pizza when La Strada exists? They not only have the most amazing crust but they also have so many different and fun varieties of piz,...",La Strada,Only the best pizza place in the world 
Jigglypuff3,20,"Our flight was delayed and this restaurant was right across from our gate so I thought I'd give it a try. There weren't any other nearby restaurants and so this,...",Mountain Room Bar,Mediocre and overpriced
Jigglypuff3,50,"Is cookiery even a word? This little cookie bakery was just so adorable. The name cow chip is strange but the cookies are yummie! Chocolaty and flavorful, not o,...",Cow Chips,Such a cute cookiery!
Jigglypuff3,50,"I smelled this place before I even saw it. There is something about a tiny little cheesecake that screams, eat me!

They had small bites of cheesecake on a stic,...",The Confectional,"Yummy cheesecakes, big price"
Jigglypuff3,50,"Not gonna lie, when I saw the sign that said free I was in. This is a national park! The museum had great history about the gold rush and was informative with v,...",Klondike Gold Rush National Historical Park,It was free! And informative! So fascinating!
Jigglypuff3,50,"Three years ago I visited Seattle but circumstances prevented me from visiting the underground and taking a tour. However, my fascination with the underground r,...",Bill Speidel's Underground Tour,"Yes, finally, I got to see the underground!"
Jigglypuff3,40,"Not that we're generally last minute people, but it's hard to estimate just how much driving we could actually get done in a day, so we decided to book our room,...",Dakota Winds Motel,Sleep here now!
Jigglypuff3,30,"I'm rating this place 3 out of 5. That's not a bad thing. The rooms were clean and the staff were welcoming and quickly checked us in. This was day 2 of our cro,...",Quality Inn & Suites,Simple room for a simple night
Jigglypuff3,30,"Our bad idea of not booking anything in advance resulted in us, again, not having a hotel for the night.

Nothing was available on our app so I suggested to my ,...",Super 8 by Wyndham Spokane/West,Hard to get here but convenient
Jigglypuff3,40,"Obviously I'm used to good NY style pizza so I tend to harshly judge non-NY style pizza. This place was cool!

The price is good and I appreciate that you could,...",MOD Pizza,"Cool place, great price, fun atmosphere"
OfficerGrandma,,"I used TripAdvisor to book a hotel for the 3 time using booking.com.
I was quoted one price via an email from booking.com, then when I logged in and clicked on ,...",Illinois,
OfficerGrandma,,"Earning points and badges seems to be a good thing, but now that I am getting them here on the website, what should I use them for?",Chicago,
OfficerGrandma,,"I took my granddaughters a few years back. We got there early, parked in one of the nearby pay lots(be careful as some of them are very expensive for just a few,...",Chicago,
OfficerGrandma,,"OK, this is a good answer and I might sound a little behind the times, but use them for ""what"" on the site....maybe I am missing something.",Chicago,
OfficerGrandma,,Thank you. That is what I thought.,Chicago,
OfficerGrandma,50,"Honestly, no matter how many times we go to this hotel, the stay is always excellent. This time we had our family reunion there and it was absolutely the best t,...",Hyatt Place Chicago-South/University Medical Center,What Makes Hyatt Place Chicago-South/University Medical Center So Good?
OfficerGrandma,50,These guys are so great. It is so many treats to choose from that all I can say is Great!!!!. Our family is big so you know we enjoyed going there.,Kilwin's,Everything is great and there are no other words to say.
OfficerGrandma,50,"With all the places to eat in Hyde Park, it was so hot over the weekend that a sandwich from Subway was such a good idea. Thanks for being there. ",Subway,Sandwiches are good on a Hot Day
OfficerGrandma,50,"Only one half of the family reunion participants went to Navy Pier, but everytime someone goes there, they love it. Since the upgrades, it is even more special.,...",Navy Pier,Fire Works
OfficerGrandma,50,"I know you are not a major dining facility, but no matter where we go for vacation, thank you for being in Hyde Park.",McDonald's,My Kids Love McDonalds
OfficerGrandma,50,"I love bowling, but I could never find a place where they made it comfortable for children, so I thought I would tell you guys about Tuesday discount bowling an,...",Lucky Strike,Kid Friendly Mother Approved....and I mean that...LOL
OfficerGrandma,,"This hotel was such a hit the last time that our family plans on having the family reunion here because of my review. But this time, instead of 1 suite, I need ,...",Chicago,
OfficerGrandma,40,"Everything was absolutely beautiful but in a old fashion elegant way. I loved the lobby, the chairs, the wifi, the hallway, the lighting and it appeared to be o,...",The Congress Plaza Hotel & Convention Center,What a Beautiful Place
OfficerGrandma,40,"I have never seen a ballet in my life and I have to say, I really enjoyed Cinderella.
My friends and I had great seats even though they were a bit to the left o,...",Auditorium Theatre,First Timer Seeing a Ballet
OfficerGrandma,50,"I rented a room with twin queen size beds and a let out couch. Everybody loved the room as it also had a divider that separated the kids from the adults. We had,...",Hyatt Place Chicago-South/University Medical Center,This was a staycation for our entire family and it was the best weekend ever.
OfficerGrandma,30,"My family whenever we get together will sometimes go to Mellow Yellow because it is familiar to us since we have lived in Hyde Park for a long time and for this,...",Mellow Yellow Restaurant,An terrible waitress makes the entire restaurant bad
OfficerGrandma,,"I am planning a ""staycation"" April 22 thru Apr 24 for my sisters and I. The last time we did this, we stayed at the LaQuinta on Lake Shore Drive in Chicago. It ,...",Chicago,
OfficerGrandma,50,"A Loft Harlem was very modern and very comfortable. For the youthful and young at heart, you will appreciate all the things going on inside the hotel. I felt li,...",Aloft Harlem,Best New York Trip Ever.....
OfficerGrandma,,"My daughter is going to stay in this hotel during her trip to New York this week.
It appears to be a chain and seems to have good reviews, however I am asking y,...",New York,
OfficerGrandma,,Can anyone tell me about this hotel in New York City? My daughter is traveling there in a few days and I need some info.,New York City,
Dale A,40,"After reading reviews on several places of lodging in the area, I opted to stay at the Comfort Inn and a wonderful choice it was. The customer service was great,...",Comfort Suites Near I-80 And I-94,Excellent Choice
Dale A,40,"A birthday treat for a friend was the reason. Being from out of state I googled restaurants in Chicago that revolves and the Signature Room came up, although it,...",The Signature Room at the 95th®,Breathtaking View
Dale A,50,"If you are a lover of the Arts... go to the Getty Center.
For breathtaking sceneries... go to the Getty Center.
For enjoyment of Arts and Culture that is free..,...",The Getty Center,Artistic Feast for the Eyes
Dale A,50,"Was my first visit to Chicago and the location was excellent. Housekeeping staff was courteous and prompt in providing service. A great feature for me was the m,...",Chicago Lake Shore Hotel,Great location and price
Dale A,50,"While vacationing in St. Thomas in April, 2015 for the Carnival, I stopped in to Cardow to purchase one of their famous Calypso watches. Upon entering the store,...",Cardow Jewelers,Great Customer Service - Rita
Larry W,30,"Restaurant staff pleasant but not organized. Food arrived in stages if you asked for fruit with your eggs it would arrive 5 minutes after the initial order came,...",Hilton Garden Inn Chicago Downtown South Loop,Attention To Detail
Larry W,50,"Visiting family in Raleigh and the location was great, easy access to the highway, restaurants and shopping. I found the staff to be extremely friendly and resp,...",Hampton Inn & Suites Raleigh / Crabtree Valley,Trip to Raleigh
EdnaPinzon,50,"I stood there over the weekend for a family trip. The room is spacious, the bathroom also, the bed is pretty comfortable. The rooms got windows from floor to ce,...",Hilton Garden Inn Chicago Downtown South Loop,Good option to walk around downtown Chicago
EdnaPinzon,40,"I stayed for 4 nights on late August. Room was spacious, a did heard some noise outside my suite on 2nd floor and one day the cleaning services skiped my room. ,...","Holiday Inn Express & Suites Southfield - Detroit, an IHG Hotel",Spacious suites. Average HI experience
EdnaPinzon,50,"This is the tipe of hotel I like, big and with a Hotel vibe, the restaurant is big, I Just had breakfast and it was ok.

I traveled with children and the indoor,...",Hilton Boston / Woburn,Recently Renewed - Great Hotel
EdnaPinzon,40,"The hotel is conveniently located accross from Jersey Gardens Outet Mall and accross the street from a Ruby Tuesday. Rooms are spacious, bathroom as well, break,...",Embassy Suites by Hilton Newark Airport,It's OK
EdnaPinzon,40,"I stood there for a week, business travel. The location is Great, next to a Starbucks café and a couple blocks from a supermarket and a mall. Room is ok, clean ,...",Best Western Premier Marina Las Condes,Good location
EdnaPinzon,30,"I arrived with a coworker at 3pm and there where like 10 people waiting for their rooms, we had to wait like half an hour for our room and we where the first to,...",Hampton by Hilton Cartagena,Bad experience at check in
EdnaPinzon,20,"I had a reservation for 2 nights but cancelled after the first one, we arrived at 10pm, and got upgraded to a suite. The room was extremely old, smelled to humi,...",Rafaelhoteles Pirámides,The hotel needs renovation
EdnaPinzon,50,"Is located next to a metro station and walking distance from the BMW museum. With Olimpia Park Accross the street you can easily go for a run. Staff is friendly,...",Leonardo Royal Hotel Munich,Great Hotel
EdnaPinzon,30,"Stood there for a week, taking a training for my company, when I arrived on saturday at 9pm they said they didnt had any room available (even thought I had a re,...",Sonesta Atlanta Northwest Galleria,Regular hotel Good location
EdnaPinzon,50,"The hotel is conveniently located near the most famous street in Chicago, you can go walking distance to most shops and famous restaurants such us Purple Pig. R,...",Courtyard by Marriott Chicago Downtown/Magnificent Mile,"Great location, rooms and service"
EdnaPinzon,50,"I assisted a conference at the convention center. Location is perfect to walk everyday. hotel is beautiful, clean, modern, friendly.

The gym is big and perfect,...",Hyatt Regency Orlando,Great Choice
EdnaPinzon,20,"My husband stayed there during a week visiting for a tradeshow. It's a nice hotel but it's incredibly expensive. Breakfast is 75.000cop which is exactly what we,...",Hyatt Regency Cartagena,Won't stay here again
EdnaPinzon,30,"We stayed there for 3 nights. We basically picked it because of its free parking, though the one that's free is 500 mts away, if you want to park in the hotel i,...","Holiday Inn Munich - Unterhaching, an IHG hotel",It has its pros and cons 
EdnaPinzon,50,"I stayed there for one night. The hotel seems new and is really nice. Rooms are confortable and bathrooms too. Decor is fine. I had a beer and an entree at its ,...","Holiday Inn Frankfurt Airport, an IHG Hotel",New nice hotel
EdnaPinzon,50,"Indigo is my favorite brand from IHG Hotels. Because all, like this one is conveniently located. Decor is beautiful. Staff is really friendly. Amenities are fro,...","Hotel Indigo Berlin - Ku'Damm, an IHG Hotel",Totally loved it 
EdnaPinzon,50,"Friendly staff, finally found bagels in Cologne, ordered 2 fried eggs on bread. It was delicious. Fair price. Will go back",cafecafe - urban eats & coffee,Great option
EdnaPinzon,50,"It's rooms are spacious (for the European average) beds are king and really comfy. Also very clean. I stayed there for 6 nights, localed 10 minute walk from met,...",NH Collection Köln Mediapark,"Great option, clean, nice and good location. "
EdnaPinzon,40,"I spent 3 nights with my husband. Breakfast above average US HI Express. Located in front of a small shopping mall with a supermarket and several restaurants. A,...",Holiday Inn Express London - Swiss Cottage,Good option if you get a good price 
EdnaPinzon,50,"I redeemed a points night at this hotel. It's clean, beautiful. Free parking. Breakfast was better at Oxford and London locations. 10 minute drive from the city,...","Holiday Inn Express Cambridge, an IHG Hotel",Nice Hotel
EdnaPinzon,50,"I spent a weekend there with my best friends. Staff was very good and helped with some surprises my friends has prepared for my bachelorette. The room had a gre,...","InterContinental Cartagena de Indias, an IHG Hotel",New modern good located
tsnider33,50,"Made a trip for the Chicago Marathon and the Hilton Garden inn was a great place to stay.  Everyone was super friendly and made you feel special.  One of employ,...",Hilton Garden Inn Chicago Downtown South Loop,Great stay
jjm00re2,40,"Hotel is new and in a pretty good location near Chandler Fashion Mall, breakfast is ok. Beds were comfortable and pretty big(King)room with sofa bed. Large frid,...","Home2 Suites by Hilton Phoenix Tempe, University Research Park",Great location and BRAND NEW
jjm00re2,50,"My wife and I picked this location for a one day getaway, the fact that it was across the street from one of the best crab places in Chicago (Low Country) made ,...",Hilton Garden Inn Chicago Downtown South Loop,Great location and BRAND NEW
Samijojo7037,50,"Delicious menu!
Everything was good and plentiful for the price. 
Menu was fun and great variety of dishes to choose from. 
Definitely a go to place in Nola you,...",Ruby Slipper Cafe,"Delicious menu!
Everything"
Samijojo7037,50,"Where do I begin!?! This hotel was amazing!!!
First off the front desk staff were spot on with great attitude, helpful with our inquiries and just all around re,...",Drury Plaza Hotel New Orleans,Amazing 
Samijojo7037,30,"We booked this hotel for the location to airport since we had an early flight. 
Hotel was ok for the night. 
Had a little bar/restaurant in lobby area which had,...",La Quinta Inn & Suites by Wyndham New Orleans Airport,Ok for the night 
Samijojo7037,50,"We went for breakfast and were not disappointed! Everything was so good. The staff were friendly we had got there just before they opened and got in and got our,...",Cafe Du Monde,Amazing 
Samijojo7037,50,"We stopped in here for dinner with our group of 11 and the service was awesome, food was great, price was reasonable for the portion you get - I got red beans a,...",Daisy Dukes French Quarter,We stopped in here for dinner
Samijojo7037,50,"Great selection of delicious doughnuts and great local coffee.
They stay pretty busy but have a great amount of staff members to take care of you. Worth the few,...",Marge's Donut Den,Great doughnuts
Samijojo7037,50,"We stayed just for one night but it was a perfect stay! We were put in a room on the 26th floor and were wowed at the view! My daughter loved it and the room wa,...",Hilton Garden Inn Chicago Downtown South Loop,Great hotel ! 
Samijojo7037,50,"I stayed here with my husband on his work trip.
Stayed one night 
Hotel room was clean and very spacious, bed was super comfy and everything in the room was up ,...",Mainstay Suites Coralville - Iowa City,Nice hotel 
Samijojo7037,50,"We stayed here for spring break ( mid week) and it was great we had booked two nights and also the wolf pass and dining package ( breakfast,lunch ,dinner ) it w,...",Great Wolf Lodge Traverse City,Great place 
Samijojo7037,40,"We stayed here on the way home from Miami it was a great price and had a nice pool for two 5 year olds to burn off energy from being cooped up in a car for most,...",Microtel Inn & Suites by Wyndham Beckley East,Nice for one night with kids 
Samijojo7037,50,"Mall was great 
Great selection of stores 
Great food variety 
We walked through it but didn’t even make it through the whole mall but still great place not to ,...",Woodfield Mall,Great mall 
Samijojo7037,50,"We had a great time here our 5 year old loved it and kept us all busy for a good amount of the day. 
Great stuff to do and fun for all 
Price wasn’t to bad and ,...",LEGOLAND Discovery Center,Great
Samijojo7037,50,"We stayed here over night as a quick getaway before our kiddo started back to school.
We were really pleased with this hotel and our stay here.
Staff was great ,...",Quality Inn Schaumburg - Chicago,Great stay 
Samijojo7037,10,"We stayed here the night before our cruise for the price I expected a little more to it but it was what it was. 
You enter and there’s an odd odor like musty or,...",Days Inn By Wyndham Miami International Airport,Cruise hub hotel 
Samijojo7037,30,"We stayed for just the night to get off the road. Booked it because it was just off our route and easy access back on to our trip south.

Check in was easy 
Fro,...","Country Inn & Suites by Radisson, Columbia at Harbison, SC",Quick stop for trip south 
Samijojo7037,50,"We loved it here it is small but has so much to see it was never to busy and there was beautiful scenery outside the building as well we walked the path to the ,...",St. Lucie County Aquarium - Smithsonian Marine Ecosystems Exhibit,Great place to take the little kiddos 
Samijojo7037,50,"We stop here every time I visit my parents my mom works in a building down the road and we spend time at the beach then meet up with her on her break for lunch ,...",Sharky's,Lunch spot by the beach 
Samijojo7037,40,"This hotel was nice to stay at got joining rooms and great amenities however pool was freezing ( didn’t stop my 5 yr old tho ) due to the larger wall of glass w,...",Springhill Suites Grand Rapids Airport Southeast,Nice little place
Samijojo7037,50,"We booked three rooms at this hotel for a bachelorette party/wine tasting and this hotel was great! Location was perfect, easy to find, rooms were all clean and,...",Travelodge by Wyndham Traverse City MI,Great hotel 
Samijojo7037,50,Great ice cream! First time there and it's acute little place but it gets busy and the employees can handle it great and all had a smile. ,Moomers Homemade Ice Cream,Great !
Geo89_12,50,"Even if you don’t charter a boat for snorkeling, just stopping along the coast for some pictures was a great opportunity to take in the beauty of Los Arcos",Los Arcos de Mismaloya,Stunning Rocks
Geo89_12,40,"Beautiful church for a quick photo opportunity while touring around Puerto Vallarta. Delicious ice cream sold right outside as well to cool off from the hot sun,...",Parroquia de Nuestra Señora de Guadalupe,Beautiful
Geo89_12,50,"Great place for a stroll in Puerto Vallarta, lots of shops and food nearby. Being on the water makes this a beautiful spot.",Malecón Boardwalk,Afternoon stroll
Geo89_12,50,"Fun place to come and learn about Tequila, plus lots of samples and good prices. Jose was great at explaining the process. Also a good restaurant next door.",Rancho Verano Distileria de Tequila,Tequila tour
Geo89_12,50,"Used Puerto Vallarta Discovery for airport transfers to/from our hotel in Punta de Mita, and for a PV city tour. Booking was easy, Daniela was great to answer a,...",Full-Day Puerto Vallarta City Highlights Tour,Exploring Vallarta
Geo89_12,50,"One of Hilton’s newest Conrad properties is hands down the nicest I’ve stayed at (this is my 10th Conrad property). From the open air lobby to the room to the n,...",Conrad Punta de Mita,Conrad Excellence in Punta de Mita
Geo89_12,40,"This property truly could be one of DoubleTrees best properties Worldwide. The moment we walked in I was impressed with the contemporary design and modern decor,...",Doubletree By Hilton Lafayette East,Impressive but...
Geo89_12,40,"I’ve been coming to Hot Springs for the last 20 years to visit family and this has the potential be the best hotel in town. Newly Renovated and rebranded from t,...",DoubleTree by Hilton Hot Springs,Potential to be the Best Hotel in Hot Springs
Geo89_12,50,"Loved the Walled city. With brick roads and colonial style building painted vibrant colors all while hearing latin music playing its truly like New Orleans in S,...",Walled City of Cartagena,New Orleans meets South America
Geo89_12,50,"The fortress is a great place to explore, with tons is secret passages and small rooms, it really helps bring you back in time to when this was used to protect ,...",Castillo de San Felipe de Barajas,Great place to Explore
Geo89_12,40,"Standing 500 Ft above Cartagena, the highest point in the city will give you the best view of Cartagena. The convent itself, is small. The view is worth a visit,...",La Popa Convent,500 Feet above Cartagena
Geo89_12,50,"We recently used Duran Duran tours for a half day city tour of Cartagena and couldn't have been happier. Mr Duran Duran brings his wealth of knowledge and years,...","Walking Tour of Cartagena and a colombian cup of colombian coffee and snacks.,",Best Guide in Cartagena!
Geo89_12,40,"To be honest, I'm a Hilton snob and rarely venture away from their brands. With that said we were in Frankenmuth and our friends had their dog so this is where ,...",Baymont by Wyndham Bridgeport/Frankenmuth,Pleasantly Surprised
Geo89_12,30,"After touring around DC on a cold December day, this was a perfect retreat to warm up inside and have some fun. Soda at the bar was $3 but free refills, shoe re,...",Lucky Strike,Great for a break from sightseeing
Geo89_12,40,"Delicious Thai restaurant in the heart of Chinatown. Had the fried wontons and beef pad si ew, both were delicious. Nice quiet atmosphere also. Totally recommen,...",Absolute Thai,Thai in Chinatown
Geo89_12,40,"Came here on a cold evening for some Pho. Was ok, thought the broth could have had more flavor. But it was good none the less, with side of dumplings only $20.",Noodles on 11,Pho 🍜
Geo89_12,40,"Came her for lunch, dumplings were good as was Friday rice . They advertised lunch specials in the window but when when we asked she said they didn't have any, ,...",Chinatown Express,Where's the lunch specials??
Geo89_12,30,"Dirty bus, heater barely worked on a cold December evening, very hard to understand the driver, each stop he just said ok go explore while he sat in the bus. Ov,...","3-Hour ""DC After Dark"" Night-Time Guided Bus Tour with Stops at Top Attractions",Disappointing
Geo89_12,40,"Just completed a two night stay, and left remembering parts of the stay and completely forgetting others leaving ""uninspired"".

On the good side, as many have s,...",Conrad Washington DC,Uninspired in DC :(
Geo89_12,50,"Some Conrad properties use the ""Conrad"" name just to attract business, but don't deliver on what Conrad hotels are known for. This location however, embraces th,...",Conrad Fort Lauderdale Beach,"""Inspired"" in Ft Lauderdale"
Jennifer F,,"Thank you, I'll look into it.",Myrtle Beach,
Jennifer F,,"We are looking to trailer our motorcycle for a trip, but it seems hard to find a place to stay that has room for a truck and motorcycle trailer. Anyone have any,...",Myrtle Beach,
Jennifer F,40,"Wallace wakame to Shedd and the River. All the employees were great! Very friendly.  Thus hotel is on floors 23 to 29. It she's shares the building with the Hom,...",Hilton Garden Inn Chicago Downtown South Loop,Great location 
Jennifer F,20,"The air conditioning in the room did not work. Maintenance said he fixed it, but when we went back up, it was not fixed. We got moved next door. The air worked,,...",Ramada Plaza & Conference Center by Wyndham Gillette,horrible breakfast and air conditioning
Jennifer F,50,"My husband and I stayed in the Mountain Chalet. We arrived to a very nice and helpful staff, a personal note from the owners, and a snack basket. The room was h,...",Oak Crest Cottages and Treehouses,honeymoon stay August 2014
Jennifer F,,"You posted awhile ago, so I don't know if you have eloped yet. I just got married at The Angel at Rose Hall and loved it! They serve sparking juice instead of c,...",Eureka Springs,
Jennifer F,50,"My husband and I chose The Angel for our wedding ceremony on 8-11-14. It was just the two of us, and was perfect! Susan helped me get ready before the ceremony.,...",Angel at Rose Hall Bed and Breakfast,wedding ceremony
Delona W,30,"The bathroom has a barn door with no lock. There was no hook for clothes in bathroom. The mattress was hard. The staff was friendly. The location is a block fro,...",Hilton Garden Inn Chicago Downtown South Loop,Hilton Garden
Delona W,50,"The complementary ride to the airport 24/7, which takes less than 10 minutes,  was a major factor in choosing this hotel. The free shuttle from the airport to t,...",DoubleTree by Hilton Hotel Newark Airport,Double Tree
Relax560959,50,"I'd stay here again. Great location, lovely rooms, great pool, super for my young family. TVs could be a bit bigger (I have tweens).... But overall, super! The ,...",Hilton Garden Inn Chicago Downtown South Loop,Great Experience!
athomasm13,50,"The location was perfect. Walking distance to various restaurants, shopping, and parks. The hotel was nice, clean and had brand new gym and equipment. The staff,...",Hilton Garden Inn Chicago Downtown South Loop,First stay
femiero,50,"Great place! Clean and spacious rooms. Totally comfortable environment. The location was perfect because it is within walking distance to various restaurants, s,...",Hilton Garden Inn Chicago Downtown South Loop,First stay.... Good hotel
W7480JYericb,50,"Great hotel in an excellent location, with fantastic views of Lake Michigan, Grant Park and downtown Chicago. They have a great staff, with very clean property ,...",Hilton Garden Inn Chicago Downtown South Loop,"Great hotel, I would definitely stay there again..."
W7480JYericb,50,"Excellent property, especially for the price. Clean, modern, friendly, and warm. Well maintained and great location. I would not hesitate to recommend this prop,...",Hampton Inn & Suites Tampa Airport Avion Park Westshore,"Clean, friendly and modern - perfect for Biz or Liesure"
grams72,10,"We went around the block twice looking for the lobby entrance. Remodeling? Maybe one workman seen. Building paint is peeling. You can see into the old lobby.  A,...",Chicago Lake Shore Hotel,Deceiving Picture.
