amenities,ciudad,descripcion,direccion,nombre,precio,valoracion
"Paid public parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Free airport transportation,Business Center with Internet Access,Parking,Wifi,Pool / beach towels,Indoor pool,Heated pool,Shallow end in pool,Restaurant,Breakfast available,Airport transportation,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Convenience store,Non-smoking hotel,Outdoor furniture,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Cable / satellite TV,Flatscreen TV,Bath / shower,Seating area,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms,Family rooms",Chicago,"HOTEL STYLE,Quiet,Mid-range","6610 South Cicero Avenue, Chicago, IL 60638",Courtyard by Marriott Chicago Midway Airport,"€144,€123",4.0
"Parking,Free High Speed Internet (WiFi),Internet,Coffee shop,Game room,Shared bathroom,Shared kitchen,24-hour front desk,Air conditioning,Non-smoking rooms",Chicago,"Here at HI Chicago, The J. Ira and Nicki Harris Family Hostel, showing travelers the best of Chicago is what we love most. HI Chicago hostel is just a short walk from Millennium Park, Buckingham Fountain, the Bean, and the Skydeck at Willis Tower, but we’ll also make sure you know where to get the best hot dog and slice of Chicago-style pizza. Our modern hostel is located in the heart of downtown’s Loop neighborhood and is stocked with everything you need to have an epic Chicago adventure. We have free Wi-Fi, lots of lounge space where you can hang out and meet fellow travelers, a fully stocked guest kitchen, and tons of local tips to help you explore the coolest neighborhoods in the city. When you leave HI Chicago, we promise you’ll love this city as much as we do!,HOTEL STYLE,Budget","24 E Ida B Wells Dr, Chicago, IL 60605-1226",HI Chicago Hostel,,3.5
"Free parking,Parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Vending machine,Non-smoking hotel,24-hour front desk,Air conditioning,Housekeeping,Room service,Microwave,Flatscreen TV,Non-smoking rooms,Family rooms",Chicago,"HOTEL STYLE,Family","7300 N Sheridan Rd, Chicago, IL 60626-2216",Super 8 by Wyndham Chicago IL,€91,3.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Taxi service,Business Center with Internet Access,Conference facilities,Parking,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast buffet,Breakfast in the room,Kid-friendly buffet,Banquet room,Meeting rooms,Baggage storage,Convenience store,Gift shop,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Microwave,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Chicago,"Comfort meets convenience at the Holiday Inn Chicago O'Hare International Airport. The Holiday Inn Chicago O'Hare Hotel (ORD), just 20 minutes from downtown Chicago, offers you quality lodgings near the airport, making us your top choice for comfort and convenience in Chicago. Bring your family to our Chicago O'Hare hotel, located just off I-90 with close proximity to all that Chicago has to offer. Nearby attractions include the Rosemont Theatre, Donald E. Stevens Convention Center, Allstate Arena, Des Plaines Rivers Casino, Wrigley Field, Millennium Park, Willis Tower and shopping at the Fashion Outlets of Chicago. For corporate travelers, O'Hare International Airport is just two miles away, and we are close to numerous businesses such as Career Builder, Verizon, US Cellular, OCE, T-Mobile, True Value, USMLE, the Big Ten Headquarters and the Donald E. Stephens Convention Center. Chicago's Blue Line Train is across the street with direct access to downtown Chicago.,HOTEL STYLE,Family,Business","5615 N. Cumberland Avenue, Chicago, IL 60631","Holiday Inn Chicago O'Hare Area, an IHG Hotel",€115,3.5
"Free parking,Parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Non-smoking hotel,Air conditioning,Non-smoking rooms",Chicago,"HOTEL STYLE,Budget,Residential Neighborhood","5990 N Ridge Ave, Chicago, IL 60660-3263",Heart O' Chicago Motel,,3.5
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Bowling offsite,Kids stay free,Paid private parking on-site,Wifi,Pool / beach towels,Rooftop pool,Outdoor pool,Restaurant,Breakfast available,Kids' meals,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Concierge,Convenience store,Gift shop,Newspaper,Non-smoking hotel,ATM on site,First aid kit,Umbrella,24-hour front desk,Express check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Self-serve laundry,Washing machine,Blackout curtains,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Cable / satellite TV,Bath / shower,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,Radio,iPod docking station,Complimentary toiletries,Hair dryer,Landmark view,Non-smoking rooms,Suites",Chicago,"HOTEL STYLE,Family,Mid-range","506 West Harrison Street, Chicago, IL 60607","Holiday Inn & Suites Chicago-Downtown, an IHG Hotel","€150,€128",4.0
"Valet parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Beach,Business Center with Internet Access,Conference facilities,Baggage storage,Paid private parking on-site,Paid wifi,Complimentary Instant Coffee,Complimentary tea,Banquet room,Meeting rooms,Concierge,Convenience store,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Allergy-free room,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Coffee / tea maker,Cable / satellite TV,Bath / shower,Room service,Safe,Telephone,Wardrobe / closet,Iron,Refrigerator,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms",Chicago,"HOTEL STYLE,Mid-range,Green","625 South Ashland Avenue at Harrison Street, Chicago, IL 60607",Chicago Marriott at Medical District/UIC,"€260,€222",4.0
"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Breakfast buffet,Rooftop terrace,Non-smoking hotel,Private check-in / check-out,Special diet menus,Shared kitchen,Shared lounge / TV area,Sun terrace,Air conditioning,Private balcony,Clothes rack,Iron,Wake-up service / alarm clock,Flatscreen TV,Complimentary toiletries,Non-smoking rooms,Family rooms,Smoking rooms available",Chicago,"The Sono Chicago welcomes you to a newly built boutique bed and breakfast located in the heart of the historic Old Town District of Chicago.,HOTEL STYLE,Modern,Trendy","1428 N Cleveland Ave, Chicago, IL 60610-1108",The Sono Chicago,,5.0
"Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Board games / puzzles,Books, DVDs, music for children,Salon,Baggage storage,Paid public parking nearby,Wifi,Vending machine,Non-smoking hotel,Shared lounge / TV area,Private check-in / check-out,Soundproof rooms,Bathrobes,Air conditioning,Desk,Fireplace,Housekeeping,Flatscreen TV,Bath / shower,Safe,Seating area,Bottled water,Clothes rack,Iron,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Bridal suite,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Business,Modern","108 N May St Level 2 & 3, Chicago, IL 60607-2197",The Publishing House Bed and Breakfast,,5.0
"Paid public parking nearby,Free High Speed Internet (WiFi),Wifi,Complimentary Instant Coffee,Complimentary tea,Baggage storage,Washing machine,Air conditioning,Dining area,Seating area,Separate dining area,Coffee / tea maker,Kitchenette,Flatscreen TV,Bath / shower,Separate living room,Sofa,Wardrobe / closet,Iron,Laptop safe,Private bathrooms,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Complimentary toiletries,Hair dryer,Non-smoking rooms",Chicago,,"1419 South Wabash Avenue South Loop, Chicago, IL 60605",Sonder South Wabash,,4.5
"Electric vehicle charging station,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Game room,Evening entertainment,Pets Allowed ( Dog / Pet Friendly ),Baggage storage,Paid public parking nearby,Parking,Wifi,Restaurant,Breakfast available,Board games / puzzles,Concierge,Non-smoking hotel,Shared lounge / TV area,24-hour front desk,Air conditioning,Fireplace,Housekeeping,Flatscreen TV,Non-smoking rooms",Chicago,"HOTEL STYLE,Modern","530 N La Salle Dr, Chicago, IL 60654-7117",Moxy Chicago Downtown,"€180,€154",4.5
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Aerobics offsite,Patio,Kids stay free,Paid public parking nearby,Wifi,Indoor pool,Heated pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Rooftop bar,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Car hire,Taxi service,Business Center with Internet Access,Conference facilities,Meeting rooms,Rooftop terrace,24-hour security,BBQ facilities,Baggage storage,Convenience store,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Sun terrace,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Self-serve laundry,Washing machine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Housekeeping,Interconnected rooms available,Room service,Sofa,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Kitchenette,Dishwasher,Microwave,Refrigerator,Kitchenware,Flatscreen TV,Radio,Bath / shower,Complimentary toiletries,Hair dryer,City view,Bridal suite,Non-smoking rooms,Suites,Family rooms",Chicago,"This contemporary hotel forms part of Hilton’s first tri-branded hotel, featuring Hampton Inn, Hilton Garden Inn and Home2 Suites. Along with a skybridge to the McCormick Place convention center.We have free breakfast, rooftop lounge, an indoor saline pool, a unique Spin2 Cycle fitness/laundry area, and a lively Oasis lounge with business services.,HOTEL STYLE,Mid-range,Modern","123 East Cermak Suite 200, Chicago, IL 60616",Home2 Suites by Hilton Chicago McCormick Place,,4.5
"Valet parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Bowling offsite,Patio,Pets Allowed ( Dog / Pet Friendly ),Car hire,Paid public parking nearby,Paid wifi,Restaurant,Breakfast available,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Happy hour,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business center,Salon,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Executive lounge access,Gift shop,Newspaper,Non-smoking hotel,Outdoor furniture,Shops,ATM on site,First aid kit,Umbrella,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Bathrobes,Air conditioning,Desk,Fireplace,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Housekeeping,Room service,Safe,Seating area,Separate living room,Sofa,VIP room facilities,Wardrobe / closet,Iron,Private bathrooms,Refrigerator,Flatscreen TV,On-demand movies,Radio,Bath / shower,Complimentary toiletries,Hair dryer,City view,Bridal suite,Non-smoking rooms,Suites",Chicago,"HOTEL STYLE,River View,Green","320 North Dearborn Street, Chicago, IL 60654-5010",The Westin Chicago River North,€377,4.5
"Paid private parking on-site,Wifi,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Golf course,Free airport transportation,Business Center with Internet Access,Parking,Paid wifi,Pool / beach towels,Indoor pool,Heated pool,Shallow end in pool,Coffee shop,Restaurant,Breakfast available,Vending machine,Airport transportation,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Concierge,Convenience store,Newspaper,Non-smoking hotel,Outdoor furniture,Sun loungers / beach chairs,Sun terrace,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Desk,Housekeeping,Room service,Microwave,Cable / satellite TV,Flatscreen TV,Bath / shower,Safe,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Mid-range,Family","6520 S Cicero Ave, Chicago, IL 60638-5804",Chicago Marriott Midway,"€153,€131",4.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Kids stay free,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Paid public parking on-site,Wifi,Bar / lounge,Breakfast available,Kids' meals,Special diet menus,Conference facilities,Meeting rooms,Baggage storage,Convenience store,Non-smoking hotel,Shared lounge / TV area,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Allergy-free room,Air conditioning,Housekeeping,Safe,Iron,Kitchenette,Microwave,Flatscreen TV,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Value,Mid-range","410 North Dearborn Street, Chicago, IL 60654-3941",Residence Inn Chicago Downtown/River North,"€271,€231",4.5
"Free public parking nearby,Paid public parking on-site,Free High Speed Internet (WiFi),Hot tub,Free breakfast,BBQ facilities,Baggage storage,Private check-in / check-out,Wifi,Non-smoking hotel,Shared lounge / TV area,Sun terrace,Bathrobes,Air conditioning,Room service,Safe,Kitchenette,Flatscreen TV,Complimentary toiletries,Non-smoking rooms,Suites,Family rooms",Chicago,"Hidden behind the modest facade of this Chicago greystone lies a true taste of the Italian architecture and style. The Villa D' Citta is a Chicago premier owner occupied residential rental that is nestled in the heart of the city's trendy Lincoln Park neighborhood. The Villa offers an old world comfort and unparalleled luxury, steps away from Chicago’s number one boutique shopping district, along with some of the best dining and nightlife the city has to offer.,HOTEL STYLE,Charming","2230 N Halsted St, Chicago, IL 60614-3625",Villa D'Citta,,5.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Meeting rooms,Rooftop terrace,Bar / lounge,Coffee shop,Restaurant,Breakfast available,Happy hour,Snack bar,Wine / champagne,Rooftop bar,Concierge,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Sun deck,Sun terrace,ATM on site,24-hour front desk,Laundry service,Air conditioning,Non-smoking rooms",Chicago,,"1551 W North Ave, Chicago, IL 60642-2358",Hyatt Place Chicago/Wicker Park,"€172,€146",4.5
"Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Meeting rooms,Baggage storage,Wifi,Restaurant,Breakfast available,Non-smoking hotel,24-hour check-in,24-hour front desk,Air conditioning,Housekeeping,Telephone,Private bathrooms,Non-smoking rooms",Chicago,"Hilton Garden Inn Chicago Central Loop is a located in a historic building in the heart of Chicago financial district and across the street from Willis Tower, home of Chicago Skydeck. Enjoy Hilton Honors Benefits at our newly opened Hilton Garden Inn Chicago Central Loop. After you check in, you will experience our modern guest rooms with Smart TVs to stream your favorite shows, WiFi, Keurig Coffee makers, microwaves, mini-refrigerators, and of course comfortable beds for a great night rest. And when ready head to the fitness center and hop on a bike or treadmill or utilize our weights for a personalized workout. Garden Grille is open for breakfast and dinner daily. Our Chicago hotel also offers meeting space when you need to gather. Our hotel is set in the bustle of the Loop neighborhood surrounded by award winning restaurants and theatre. Legendary attractions such as Millennium Park, Chicago Riverwalk and the Shops on State are minutes away.,HOTEL STYLE,Business,Mid-range","245 S. Franklin St., Chicago, IL 60606",Hilton Garden Inn Chicago Central Loop,€212,4.5
"Valet parking,Free internet,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Paid private parking nearby,Wifi,Paid wifi,Yoga classes,Fitness classes,Sauna,Restaurant,Breakfast available,Rooftop bar,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Manicure,Massage,Pedicure,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Executive lounge access,Non-smoking hotel,Butler service,Doorperson,Umbrella,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Bathrobes,Air conditioning,Desk,Coffee / tea maker,Flatscreen TV,Sofa bed,Bath / shower,Housekeeping,Room service,Safe,Seating area,Sofa,Telephone,VIP room facilities,Bottled water,Iron,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,On-demand movies,Radio,Complimentary toiletries,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,City View,Harbor View","160 E Pearson St at Water Tower Place, Chicago, IL 60611-2308","The Ritz-Carlton, Chicago","€623,€532",4.5
"Free public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Beach,Kids stay free,Business Center with Internet Access,Meeting rooms,Paid public parking nearby,Street parking,Wifi,Breakfast available,Breakfast buffet,Complimentary tea,Kid-friendly buffet,Photo copier / fax In business center,Baggage storage,Non-smoking hotel,24-hour check-in,24-hour front desk,Express check-in / check-out,Clothes dryer,Self-serve laundry,Washing machine,Soundproof rooms,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Seating area,Separate living room,Sofa,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Microwave,Refrigerator,Flatscreen TV,iPod docking station,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites",Chicago,"Experience SpringHill Suites by Marriott®, an all-suite hotel infused with stylish spaces and inspiring design. Escape routine and enjoy little extras at an affordable price.","2357 S Wentworth Ave, Chicago, IL 60616",SpringHill Suites by Marriott Chicago Chinatown,€231,5.0
"Paid public parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Kids stay free,Highchairs available,Pets Allowed ( Dog / Pet Friendly ),Parking garage,Wifi,Pool / beach towels,Indoor pool,Heated pool,Saltwater pool,Bar / lounge,Coffee shop,Breakfast available,Breakfast buffet,Snack bar,Wine / champagne,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business center,Baggage storage,Concierge,Non-smoking hotel,Shared kitchen,Shared lounge / TV area,24-hour front desk,Express check-in / check-out,Allergy-free room,Blackout curtains,Air conditioning,Desk,Coffee / tea maker,Flatscreen TV,Sofa bed,Walk-in shower,Housekeeping,Room service,Seating area,Sofa,Telephone,Wardrobe / closet,Iron,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Refrigerator,Radio,iPod docking station,Bath / shower,Complimentary toiletries,Hair dryer,City view,Landmark view,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Mid-range,Modern","5225 S Harper Ave, Chicago, IL 60615-4113",Hyatt Place Chicago-South/University Medical Center,€221,4.5
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Kids stay free,Business Center with Internet Access,Conference facilities,Paid public parking on-site,Wifi,Bar / lounge,Breakfast available,Complimentary Instant Coffee,Kids' meals,Banquet room,Meeting rooms,Baggage storage,Convenience store,Non-smoking hotel,Shared lounge / TV area,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Telephone,Iron,Microwave,Refrigerator,Flatscreen TV,On-demand movies,Private bathrooms,Wake-up service / alarm clock,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Mid-range,Green","410 North Dearborn Street, Chicago, IL 60654",SpringHill Suites Chicago Downtown/River North,"€203,€173",4.5
"Paid private parking nearby,Free High Speed Internet (WiFi),Complimentary tea,Baggage storage,Newspaper,24-hour check-in,24-hour front desk,Dry cleaning,Parking garage,Wifi,Wine / champagne,Non-smoking hotel,Laundry service,Bathrobes,Air conditioning,Housekeeping,Safe,Telephone,Minibar,Flatscreen TV,Bath / shower,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Chicago,"Experience timeless ambiance and cordial service at The Willows Hotel. Accented with 19th-century style furnishings, this Chicago boutique hotel, located in the quaint Lincoln Park neighborhood, allows you to experience the city like a local. Bold décor exudes a playfulness that pays tribute to the Lincoln Park Zoo and museums nearby. Plus, enjoy an elevated hotel experience in our recently renovated lobby and common areas.,HOTEL STYLE,Residential Neighborhood,Boutique","555 W Surf St, Chicago, IL 60657-6020",Willows Hotel Chicago,,4.5
,Atlanta,,,Ponce de Leon Hotel,,3.0
Children Activities (Kid / Family Friendly),Atlanta,"Our Bed and Breakfast is a calm oasis in the heart of Atlanta. A unique historic home located close to Midtown and Downtown on a beautiful tree-lined street facing a lovely park. Perfect for retreats, business travlers or a getaway. We have three separate rooms available for rent. Each room has its own bathroom. There is a full kitchen available for use, but please note that only vegetarian meals can be prepared or brought into the center. Since this is a spiritual retreat center, we kindly ask that you refrain from any smoking, alcohol or drugs. Yoga classes are offered most days for only half price, $5. Wireless internet included in the room price; there are no TVs in the rooms.",,The Self Discovery Center Transformational Retreat BnB,,3.0
,Atlanta,,,Spectrum,,3.0
,Atlanta,,,Atl Peaceful Stay,,3.0
,Atlanta,,,Knights Inn Forest Park,,3.0
,Atlanta,,,Biltmore House,,5.0
,Atlanta,,,Four Points by Sheraton Atlanta Downtown,,4.0
"Free High Speed Internet (WiFi),Wifi,Pool,Fitness Center with Gym / Workout Room,Business Center with Internet Access,Kitchenette,Family rooms",Atlanta,,,Alexan Lenox Apartments,,5.0
"Free High Speed Internet (WiFi),Free breakfast,Children Activities (Kid / Family Friendly),Airport transportation,Business Center with Internet Access,Baggage storage,Non-smoking hotel,Laundry service,Air conditioning,Room service",Atlanta,,,The Relentless House,,3.0
,Atlanta,,,Atlanta Craftsman,,5.0
,Atlanta,,,Spectacular Suites By BCA Furnished Apartments,,4.0
"Wifi,Fitness Center with Gym / Workout Room,Non-smoking hotel,Room service,Refrigerator,Non-smoking rooms",Atlanta,,,Holiday Inn Atlanta Midtown,,4.0
,Atlanta,,,SouthEast BNB Atlanta,,5.0
"Free High Speed Internet (WiFi),Wifi,Pool,Free breakfast,Non-smoking hotel,Air conditioning,Non-smoking rooms,Family rooms",Atlanta,,"1152 Spring St NW, Atlanta, GA 30309-2806",Hampton Inn Atlanta Midtown,,3.5
,Chicago,,,Grande Millenium Luxury Suites,,5.0
,Chicago,,,Hotel BnB 2,,1.0
,Chicago,,,LaSalle Lodge II,,1.0
"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Air conditioning,Family rooms",Chicago,Looking for a cheap place to stay near Guaranteed Rate Field in Chicago? Look no further than the Skylark Motel Chicago. This motel offers affordable rates and free WiFi and parking.,,Skylark Motel,,1.5
"Street parking,Free High Speed Internet (WiFi),Wifi,24-hour security,Non-smoking hotel,Shared bathroom,Shared kitchen,Express check-in / check-out,Air conditioning,Desk,Room service,Seating area,Coffee / tea maker,Kitchenette,Cable / satellite TV,Walk-in shower,Clothes rack,Iron,Wake-up service / alarm clock,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Kitchenware,Flatscreen TV,Bath / shower,Complimentary toiletries,Hair dryer,Non-smoking rooms",Chicago,"Along with coffee/tea in a common area, this smoke-free guesthouse has a microwave in a common area and a refrigerator in a common area. Free WiFi in public areas and free self parking are also provided. Other amenities include a garden and a TV in a common area. All rooms are individually decorated and offer free WiFi and ceiling fans. Comforts include premium bedding and pillow menus, and guests will also find conveniences like shared bathrooms and refrigerators. Bathrooms are shared and housekeeping is available once per stay. Villa Dubois Guest House offers air-conditioned accommodations with safes and coffee/tea makers. These individually decorated and furnished accommodations include desks. Beds feature premium bedding. A pillow menu is available. Full-sized refrigerators/freezers and microwaves are provided. Guests have access to shared bathrooms. Bathrooms include showers with rainfall showerheads, and hair dryers. Guests can surf the web using the complimentary wireless Internet access. Additionally, rooms include shared/communal kitchens and irons/ironing boards. Housekeeping is provided once per stay.",,Villa Dubois Guest House,,2.5
,Chicago,,,Hollywood Rentals LLC,,1.0
,Chicago,,,Farwell Dream,,1.0
"Free parking,Secured parking,Free High Speed Internet (WiFi),Wifi,Children Activities (Kid / Family Friendly),Concierge,Non-smoking hotel,Air conditioning,Housekeeping,Microwave,Refrigerator,Non-smoking rooms",Chicago,"HOTEL STYLE,Budget","6155 N Jersey Ave, Chicago, IL 60659-2307",Rodeway Inn Chicago-Evanston,,2.5
,Chicago,,,Hotel B&B,,3.0
"Electric vehicle charging station,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Business Center with Internet Access,BBQ facilities,Paid public parking on-site,Parking garage,Wifi,Sauna,Concierge,Convenience store,Non-smoking hotel,Shops,Sun terrace,Doorperson,24-hour check-in,Dry cleaning,Self-serve laundry,Air conditioning,Fireplace,Kitchenette,Microwave,Refrigerator,Non-smoking rooms,Suites,Family rooms",Chicago,"A collection of magnificent unique rentals located in downtown Chicago with dramatic two story living areas and exquisite fireplaces. From the 20 foot floor to ceiling windows, the city unfolds before you with Lake Michigan as a backdrop. Nowhere in Chicago can you stay with views like these! Bordered by the elegance and glamour of North Michigan Avenue to the east and the artsy sophistication of the River North District to the west, The Penthouse at Grand Plaza is at the heart of one of Chicago's most exciting neighborhoods. Life here is flavored with world class shopping, the best of casual and fine dining, galleries and clubs. LIFE IS ALWAYS BETTER AT THE TOP!,HOTEL STYLE,Luxury","540 N State St, Chicago, IL 60654-7231",The Penthouse at Grand Plaza,,4.0
"Paid private parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,Express check-in / check-out,Clothes dryer,Wifi,Self-serve laundry,Washing machine,Air conditioning,Desk,Seating area,Sofa,Coffee / tea maker,Flatscreen TV,Sofa bed,Walk-in shower,Wardrobe / closet,Iron,Private bathrooms,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Family rooms",Chicago,,,Kasa Old Town Chicago,,4.0
"Paid public parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Beach,Nightclub / DJ,Children's television networks,Parking garage,Wifi,Pool / beach towels,Indoor pool,Heated pool,Shallow end in pool,Sauna,Coffee shop,Restaurant,Breakfast available,Complimentary Instant Coffee,Wine / champagne,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business center,24-hour security,Baggage storage,Concierge,Convenience store,Gift shop,Newspaper,Non-smoking hotel,Shared lounge / TV area,ATM on site,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Coffee / tea maker,Refrigerator,Cable / satellite TV,Bath / shower,Safe,Seating area,Telephone,Wardrobe / closet,Bottled water,Iron,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Flatscreen TV,Radio,iPod docking station,Complimentary toiletries,Hair dryer,City view,Landmark view,Pool view,Non-smoking rooms,Suites",Chicago,,,"voco Chicago Downtown, an IHG Hotel",€174,3.0
